web-scraper-order,web-scraper-start-url,get_more_details,get_more_details-href,pages,name,dates,updated,address,city,state,zip,image-src,fulladdress,attendance,exibitors,promotor,showrating
"1672473533-269","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/28113/Newberg-Oregon/Craft-Shows/Newberg-Fall-Bazaar-Craft-Fair","https://festivalnet.com/fairs-festivals/Oregon?page=13","Newberg Fall Bazaar & Craft Fair","November 2023","Updated 11/1/2022","The Chehalem Senior Center","Newberg","OR","97132","/festival-community/image.php?mode=fno_event_image&band_id=304747&fno_event_id=28113&width=480&height=crop&theme=Sage","101 W. Foothills Drive, Newberg, OR 97132","500
					
# Food Booths: na","40
					
Juried: no
					
Prize Money: na","Chehalem Park and Recreation District","null"
"1672473536-270","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/88518/Portland-Oregon/Indie-Shows/Gobble-Up-Portland","https://festivalnet.com/fairs-festivals/Oregon?page=13","Gobble Up Portland","November 2023","Updated 8/13/2022","Alder Block","Portland","OR","97214","/festival-community/image.php?mode=fno_event_image&band_id=313434&fno_event_id=88518&width=480&height=crop&theme=Sage","100 SE Alder Street, Portland, OR 97214","4,000
					
# Food Booths: 5","75
					
Juried: yes
					
Prize Money: na","Urban Craft Uprising","null"
"1672473538-271","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/26884/Brookings-Oregon/Holiday-Celebrations/Community-Christmas-Bazaar","https://festivalnet.com/fairs-festivals/Oregon?page=13","Community Christmas Bazaar","November 2023","Updated 9/21/2022","Azalea Middle School Gym/Brookings Harbor HS","Brookings","OR","97415","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=HolidaySeasonal%2Fchristmas%2Choliday+bazaar%2Choliday+extravaganza%2Choliday+craft%2Choliday7.jpg","911 Pacific Avenue, Brookings, OR 97415","2,000
					
# Food Booths: 4","110
					
Juried: no
					
Prize Money: na","PEO Chapter Ge‑Or","null"
"1672473541-272","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/67328/Monroe-Oregon/Craft-Shows/Alpine-Holiday-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=13","Alpine Holiday Festival","November 2023","Updated 7/21/2022","Monroe Grade School","Monroe","OR","97456","/festival-community/image.php?mode=fno_event_image&band_id=412644&fno_event_id=67328&width=480&height=crop&theme=Sage","600 Dragon Drive, Monroe, OR 97456","raffle,  funky fashion show","1,000
					
# Food Booths: na","Alpine Community Center","null"
"1672473544-273","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/86171/Willamina-Oregon/Craft-Shows/Willaminas-Thirtieth-Coastal-Hills-Art-Tour","https://festivalnet.com/fairs-festivals/Oregon?page=13","Willamina's Thirtieth Coastal Hills Art Tour","November 2023","Updated 10/26/2021","Downtown in various business locations & Community Center.","Willamina","OR","97396","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=ArtsCraftsShow%2Fart6.jpg","Willamina Main Street and Community Center., Willamina, OR 97396","student art show","250
					
# Food Booths: na","Willamina Coastal Hills Art Tour & Quilt Show","null"
"1672473547-274","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/43028/Central-Point-Oregon/Craft-Shows/Holiday-Market-at-the-Expo","https://festivalnet.com/fairs-festivals/Oregon?page=13","Holiday Market at the Expo","November 10 -  12, 2023","Updated 11/29/2022","Seven Feathers Event Center","Central Point","OR","97502","/festival-community/image.php?mode=fno_event_image&band_id=8510&fno_event_id=43028&width=480&height=crop&theme=Sage","1 Peninger Road, Central Point, OR 97502","community raffle","5,000
					
# Food Booths: tbd","Jackson County Fairgrounds","null"
"1672473550-275","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/21725/Boring-Oregon/Craft-Shows/Harvest-Moon","https://festivalnet.com/fairs-festivals/Oregon?page=13","Harvest Moon","November 2023","Updated 10/4/2022","Good Shepherd Community Church","Boring","OR","97009","/festival-community/image.php?mode=fno_event_image&band_id=21725&fno_event_id=21725&width=480&height=crop&theme=Sage","28986 SE Haley Road, Boring, OR 97009","65
					
Juried: yes
					
Prize Money: na","Art & Craft: 07/31/2022
					
Music: na
					
Food: until full","Good Shepherd Community Church","null"
"1672473553-276","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/4046/Canby-Oregon/Holiday-Celebrations/Country-Christmas","https://festivalnet.com/fairs-festivals/Oregon?page=13","Country Christmas","November 2023","Updated 9/7/2022","Clackamas County Fairgrounds","Canby","OR","97013","/festival-community/image.php?mode=fno_event_image&band_id=4046&fno_event_id=4046&width=480&height=crop&theme=Sage","694 NE 4th Avenue, Canby, OR 97013","165
					
Juried: yes
					
Prize Money: na","Art & Craft: 10/21/2022
					
Music: na
					
Food: na","Country Bazaars","null"
"1672473561-277","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/94339/Sisters-Oregon/Craft-Shows/Holidays-in-the-Pines","https://festivalnet.com/fairs-festivals/Oregon?page=12","Holidays in the Pines","November 2023","Updated 10/13/2022","Tollgate Clubhouse","Sisters","OR","97759","/festival-community/image.php?mode=fno_event_image&band_id=242303&fno_event_id=94339&width=480&height=crop&theme=Sage","15004 Saddle, Sisters, OR 97759","80
					
Juried: yes
					
Prize Money: na","Art & Craft: until full
					
Music: na
					
Food: until full","Holidays in the Pines","null"
"1672473565-278","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/39136/Eugene-Oregon/Gem-Jewelry-Bead-Shows/Gem-Faire-Eugene","https://festivalnet.com/fairs-festivals/Oregon?page=12","Gem Faire / Eugene","November 2023","Updated 6/25/2022","Lane County Events Center","Eugene","OR","97402","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=GemJewelryBeadShow%2Frock%2Cgem%2Cmineral4.jpg","796 W. 13th Avenue, Eugene, OR 97402","70+
					
Juried: no
					
Prize Money: na","Art & Craft: until full
					
Music: na
					
Food: na","Gem Faire, Inc.","null"
"1672473569-279","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/63445/Hillsboro-Oregon/Craft-Shows/Brookwood-Bazaar","https://festivalnet.com/fairs-festivals/Oregon?page=12","Brookwood Bazaar","November 2023","Updated 10/25/2022","Brookwood Elementary School","Hillsboro","OR","97123","/festival-community/image.php?mode=fno_event_image&band_id=387771&fno_event_id=63445&width=480&height=crop&theme=Sage","3960 SE Cedar Street, Hillsboro, OR 97123","500
					
# Food Booths: local","85
					
Juried: no
					
Prize Money: na","Brookwood Elementary","null"
"1672473572-280","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/48440/Lebanon-Oregon/Holiday-Celebrations/Craft-Market-Home-Based-Businesses","https://festivalnet.com/fairs-festivals/Oregon?page=12","Craft Market & Home‑Based Businesses","November 2023","Updated 11/1/2022","Santiam Place Event Hall","Lebanon","OR","97355","/festival-community/image.php?mode=fno_event_image&band_id=24835&fno_event_id=48440&width=480&height=crop&theme=Sage","139 S. Main Street, Lebanon, OR 97355","20
					
Juried: no
					
Prize Money: na","Art & Craft: until full
					
Music: na
					
Food: na","Santiam Place Event Hall","null"
"1672473575-281","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/50449/Lebanon-Oregon/Holiday-Celebrations/Holiday-Craft-Bazaar","https://festivalnet.com/fairs-festivals/Oregon?page=12","Holiday Craft Bazaar","November 2023","Updated 11/1/2022","Santiam Place Event Hall","Lebanon","OR","97355","/festival-community/image.php?mode=band_image&band_id=24835&width=480&height=crop&theme=Sage","Always Open","pick up a holiday bazaar guide that will show events happening in lebanon this weekend","250
					
# Food Booths: na","Santiam Place Event Hall","null"
"1672473577-282","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/83410/Portland-Oregon/Holiday-Celebrations/Latvian-Christmas-Market-Bake-Sale","https://festivalnet.com/fairs-festivals/Oregon?page=12","Latvian Christmas Market & Bake Sale","November 2023","Updated 11/2/2022","Latvian Community Center","Portland","OR","97239","/festival-community/image.php?mode=fno_event_image&band_id=510390&fno_event_id=83410&width=480&height=crop&theme=Sage","5500 SW Dosch Road, Portland, OR 97239","estonian entertainment saturday at 12 noon.","1,000
					
# Food Booths: na","Latvian Community Center","null"
"1672473581-283","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/62499/Redmond-Oregon/Craft-Shows/Snowflake-Boutique","https://festivalnet.com/fairs-festivals/Oregon?page=12","Snowflake Boutique","November 2023","Updated 2/10/2022","Deschutes County Fairgrounds","Redmond","OR","97756","/festival-community/image.php?mode=fno_event_image&band_id=242303&fno_event_id=62499&width=480&height=crop&theme=Sage","3800 SW Airport Way, Redmond, OR 97756","80
					
Juried: yes
					
Prize Money: na","Art & Craft: until full
					
Music: na
					
Food: na","Holidays in the Pines","null"
"1672473583-284","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/58373/Hillsboro-Oregon/Vintages/Rebel-Junk-Vintage-Market-Portland","https://festivalnet.com/fairs-festivals/Oregon?page=12","Rebel Junk Vintage Market Portland","November 2023","Updated 5/24/2022","Washington County Fair Complex","Hillsboro","OR","97124","/festival-community/image.php?mode=fno_event_image&band_id=572506&fno_event_id=58373&width=480&height=crop&theme=Sage","873 NE 34th Avenue, Hillsboro, OR 97124","90
					
Juried: yes
					
Prize Money: na","Art & Craft: until full
					
Music: na
					
Food: na","Rebel Junk Vintage Market","null"
"1672473586-285","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/81490/Portland-Oregon/Holiday-Celebrations/Scaregrounds-PDX","https://festivalnet.com/fairs-festivals/Oregon?page=12","Scaregrounds PDX","September - October 2023","Updated 4/12/2022","Oaks Amusement Park","Portland","OR","97202","/festival-community/image.php?mode=fno_event_image&band_id=505976&fno_event_id=81490&width=480&height=crop&theme=Sage","7805 SE Oaks Park Way, Portland, OR 97202","haunted houses,  games,  midway vendors,  food & dining,  walk around characters,  rides","23,000
					
# Food Booths: 6","Vendetta Productions LLC","null"
"1672473589-286","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/80552/Eugene-Oregon/Festivals/Mount-Pisgah-Mushroom-Show","https://festivalnet.com/fairs-festivals/Oregon?page=12","Mount Pisgah Mushroom Show","October 2023","Updated 7/12/2022","Mount Pisgah Arboretum","Eugene","OR","97405","/festival-community/image.php?mode=fno_event_image&band_id=494944&fno_event_id=80552&width=480&height=crop&theme=Sage","34901 Frank Parrish Road, Eugene, OR 97405","1,500
					
# Food Booths: tba","tba
					
Juried: no
					
Prize Money: na","Mount Pisgah Arboretum","null"
"1672473592-287","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/89084/Salem-Oregon/Trade-Shows/Salem-Home,-Garden-Wedding-Show","https://festivalnet.com/fairs-festivals/Oregon?page=12","Salem Home, Garden & Wedding Show","October 2023","Updated 12/14/2021","Oregon State Fair & Exposition","Salem","OR","97301","/festival-community/image.php?mode=band_image&band_id=569890&width=480&height=crop&theme=Sage","2330 17th Street Northeast, Salem, OR 97301","125
					
Juried: no
					
Prize Money: na","Art & Craft: 09/30/2022
					
Music: na
					
Food: na","Willamette Valley Productions Oregon","null"
"1672473597-288","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/32870/Salem-Oregon/Farmers-Markets/Salem-Saturday-Market","https://festivalnet.com/fairs-festivals/Oregon?page=12","Salem Saturday Market","March - October 2023","Updated 1/10/2022","State of Oregon Green Parking Lot","Salem","OR","97301","/festival-community/image.php?mode=band_image&band_id=21734&width=480&height=crop&theme=Sage","865 Marion Street NE, Salem, OR 97301","special events,  demonstrations,  contests","15,000
					
# Food Booths: 17","Salem Community Markets","null"
"1672473600-289","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/85873/Tigard-Oregon/Festivals/Art-in-the-Burbs","https://festivalnet.com/fairs-festivals/Oregon?page=12","Art in the Burbs","October 2023","Updated 10/17/2022","Tigard High School","Tigard","OR","97224","/festival-community/image.php?mode=fno_event_image&band_id=528173&fno_event_id=85873&width=480&height=crop&theme=Sage","9000 SW Durham Road, Tigard, OR 97224","60
					
Juried: yes
					
Prize Money: No","Art & Craft: 06/12/2022
					
Music: na
					
Food: until full","Art in the Burbs","null"
"1672473604-290","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/94158/Portland-Oregon/Antiques-Collectibles-Shows/Rose-City-Vintage-Market-and-Collectibles-Show","https://festivalnet.com/fairs-festivals/Oregon?page=12","Rose City Vintage Market and Collectibles Show","October 2023","Updated 9/12/2022","Portland Expo Center","Portland","OR","97217","/festival-community/image.php?mode=fno_event_image&band_id=626211&fno_event_id=94158&width=480&height=crop&theme=Sage","2060 N. Marine Drive, Portland, OR 97217","3,000
					
# Food Booths: na","200
					
Juried: no
					
Prize Money: na","Rose City Vintage Market","null"
"1672473609-291","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/92423/Salem-Oregon/Craft-Shows/Fall-Craft-Sale","https://festivalnet.com/fairs-festivals/Oregon?page=12","Fall Craft Sale","October 2023","Updated 10/6/2022","South Salem Senior Center","Salem","OR","97306","/festival-community/image.php?mode=fno_event_image&band_id=609383&fno_event_id=92423&width=480&height=crop&theme=Sage","6450 Fairway Avenue SE, Salem, OR 97306","250
					
# Food Booths: na","20
					
Juried: no
					
Prize Money: na","South Salem Seniors, Inc.","null"
"1672473612-292","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/88944/West-Linn-Oregon/Festivals/Triskelee-Farm-Fall-Fest","https://festivalnet.com/fairs-festivals/Oregon?page=12","Triskelee Farm Fall Fest","October 2023","Updated 10/1/2022","Triskelee Farm","West Linn","OR","97068","/festival-community/image.php?mode=band_image&band_id=567634&width=480&height=crop&theme=Sage","29700 SW Mountain Road, West Linn, OR 97068","na
					
# Food Booths: 1","8
					
Juried: no
					
Prize Money: No","Triskelee Farm","null"
"1672473615-293","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/21721/Hood-River-Oregon/Craft-Shows/Gorge-Fruit-and-Craft-Fair","https://festivalnet.com/fairs-festivals/Oregon?page=12","Gorge Fruit and Craft Fair","October 2023","Updated 1/24/2022","Fairgrounds","Hood River","OR","97031","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=ArtsCraftsShow%2Fcraft.jpg","3020 Wyeast Road, Hood River, OR 97031","1,500
					
# Food Booths: 5","104
					
Juried: no
					
Prize Money: na","Hood River County Fairgrounds","null"
"1672473618-294","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/21717/Linn-County-Expo-Center,-Albany-Oregon/Fiber-Arts-Festivals/Oregon-Flock-and-Fiber-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=12","Oregon Flock and Fiber Festival","October 2023","Updated 5/10/2022","Clackamas County E","Linn County Expo Center, Albany","OR","97322","/festival-community/image.php?mode=fno_event_image&band_id=21717&fno_event_id=21717&width=480&height=crop&theme=Sage","694 NE 4th Avenue, Linn County Expo Center, Albany, OR 97322","8,000
					
# Food Booths: 10","120+
					
Juried: yes
					
Prize Money: na","Oregon Flock and Fiber Association","null"
